ASM,Contrast,IDM,Entropy,Homogeneity,Sum Mean,Maximum Probability,Dissimilarity,Difference mean,Autocorrelation,Class
0.718483841115,167.824806202,0.885131662766,0.488888033012,0.892470602228,6.81813953488,0.847441860465,3.27162790698,-0.0773643410853,291.95627907,1
0.503199278889,193.217674419,0.815847704001,0.849199110368,0.82893278791,14.1359689922,0.708527131783,3.98914728682,-0.0770542635659,682.605271318,1
0.857481449432,101.301705426,0.94515867551,0.232983660343,0.947613609134,2.91441860465,0.925891472868,1.98325581395,-0.0415503875969,102.298604651,1
0.840309789075,82.3004651163,0.940856196941,0.272156562266,0.94458840359,3.66248062016,0.916589147287,1.66418604651,-0.0497674418605,156.23379845,1
0.718483841115,167.824806202,0.885131662766,0.488888033012,0.892470602228,6.81813953488,0.847441860465,3.27162790698,-0.0773643410853,291.95627907,1
0.857481449432,101.301705426,0.94515867551,0.232983660343,0.947613609134,2.91441860465,0.925891472868,1.98325581395,-0.0415503875969,102.298604651,1
0.501464960038,135.793488372,0.835275590916,0.850666041959,0.847180340349,15.1733333333,0.707286821705,2.84527131783,-0.00093023255814,788.526821705,1
0.609714416201,172.543565891,0.850386467381,0.677936187315,0.861125424304,10.4978294574,0.780465116279,3.47379844961,-0.0987596899225,496.222325581,1
0.503199278889,193.217674419,0.815847704001,0.849199110368,0.82893278791,14.1359689922,0.708527131783,3.98914728682,-0.0770542635659,682.605271318,1
0.676044083889,94.903875969,0.87531153082,0.569583362982,0.887098156779,9.11178294574,0.822015503876,2.04186046512,-0.107751937984,465.836899225,1
0.449496160087,267.566511628,0.788514605766,0.889683262115,0.800664877355,15.3764341085,0.668527131783,5.50325581395,-0.225736434109,712.390077519,1
0.344034805601,304.148527132,0.752383514917,1.05794699326,0.766212646858,19.4103875969,0.583255813953,6.24341085271,-0.122635658915,898.622945736,1
0.720781972237,117.104806202,0.900246581681,0.457900404378,0.906804481324,6.91302325581,0.848682170543,2.41953488372,-0.0764341085271,311.737054264,1
0.677098059011,250.283410853,0.863054802636,0.521120885491,0.869813305969,7.08775193798,0.822325581395,4.87255813953,0.0077519379845,253.462325581,1
0.649675283937,199.388217054,0.868823085573,0.58068315407,0.875740264378,8.64511627907,0.805581395349,3.90294573643,-0.142790697674,371.189767442,1
0.83524182441,102.402170543,0.932821189565,0.278572547409,0.936971698105,3.59612403101,0.913798449612,2.05984496124,-0.053488372093,141.722170543,1
0.503199278889,193.217674419,0.815847704001,0.849199110368,0.82893278791,14.1359689922,0.708527131783,3.98914728682,-0.0770542635659,682.605271318,1
0.720781972237,117.104806202,0.900246581681,0.457900404378,0.906804481324,6.91302325581,0.848682170543,2.41953488372,-0.0764341085271,311.737054264,1
0.65268106484,170.889922481,0.872106409582,0.577681934838,0.879883824307,8.70790697674,0.807441860465,3.44930232558,-0.0561240310078,385.471627907,1
0.783580313683,124.976434109,0.91961442919,0.350998071626,0.923665074293,4.88015503876,0.88496124031,2.51503875969,-0.0804651162791,197.786976744,1
0.644583089959,135.298294574,0.877437247888,0.597061777933,0.885753630175,9.44449612403,0.802480620155,2.75131782946,-0.12511627907,447.349147287,1
0.852868072832,110.970232558,0.943950579567,0.243307295432,0.946042749798,3.01224806202,0.923410852713,2.12744186047,-0.0590697674419,103.625426357,1
0.816805047774,116.04124031,0.932246569429,0.288002794012,0.935126575074,3.91271317829,0.903565891473,2.29302325581,-0.082015503876,146.369922481,1
0.542984003365,128.758449612,0.877251405052,0.73279464191,0.882996634528,13.7621705426,0.735813953488,2.55813953488,-0.13488372093,718.964031008,1
0.435052220419,125.280310078,0.854379234784,0.905703059305,0.862208349465,18.3694573643,0.657674418605,2.59627906977,-0.20480620155,994.011162791,1
0.713367802416,202.220155039,0.876140842432,0.489232548228,0.883703602992,6.5696124031,0.844341085271,3.93674418605,-0.0589147286822,257.829147287,1
0.591113610961,125.472248062,0.864945338638,0.698722204662,0.874072676968,11.7454263566,0.768372093023,2.60279069767,-0.124651162791,596.545426357,1
0.497510582297,93.8930232558,0.860962923246,0.82981614994,0.870595985097,15.6134883721,0.704186046512,2.02697674419,-0.0860465116279,827.011162791,1
0.613117096328,74.8886821705,0.907009272647,0.628088367225,0.911997337423,11.3302325581,0.782325581395,1.55348837209,-0.10480620155,590.43627907,1
0.389519572141,307.512868217,0.7630776238,0.986692560767,0.775659078733,17.5009302326,0.621395348837,6.29364341085,-0.206046511628,806.660775194,1
0.586451198846,54.7984496124,0.908090823088,0.640016391689,0.913377283367,13.1790697674,0.764651162791,1.14511627907,-0.126046511628,739.831007752,1
0.777994687819,174.551937984,0.901758900987,0.374380838956,0.907492654548,4.72186046512,0.881860465116,3.38480620155,-0.0756589147287,168.093643411,1
0.417924403582,280.0,0.792358326746,0.920889443744,0.802005663102,16.5472868217,0.644031007752,5.70294573643,-0.196589147287,768.099844961,1
0.645160362959,53.4015503876,0.919407196977,0.54850173176,0.923648169231,10.7968992248,0.802480620155,1.12186046512,-0.139224806202,592.272868217,1
0.764884514152,174.735193798,0.89554014724,0.409361269772,0.902103784317,5.23302325581,0.874418604651,3.3919379845,-0.0916279069767,200.087751938,1
0.699793810468,200.159689922,0.867793889862,0.509797520886,0.876808967283,6.96635658915,0.836279069767,3.94511627907,-0.152093023256,277.218294574,1
0.550973715522,80.3017054264,0.894845205802,0.682942594555,0.900296260296,14.5266666667,0.740775193798,1.61147286822,-0.103720930233,816.029457364,1
0.714454467881,236.940465116,0.866544551487,0.480651828414,0.874038097305,6.15829457364,0.84496124031,4.59875968992,-0.111782945736,215.449922481,1
0.449496160087,267.566511628,0.788514605766,0.889683262115,0.800664877355,15.3764341085,0.668527131783,5.50325581395,-0.225736434109,712.390077519,1
0.724390601526,206.356899225,0.879194631883,0.465726661125,0.886196471737,6.12263565891,0.850852713178,4.00527131783,-0.129147286822,228.79379845,1
0.413939258458,258.828217054,0.788416066323,0.940830955232,0.799765114484,17.0472868217,0.641240310078,5.31007751938,-0.184031007752,812.535193798,1
0.457885079022,259.421085271,0.804851135009,0.861094682039,0.814256124929,15.0187596899,0.674728682171,5.30325581395,-0.214418604651,691.491472868,1
0.526290775795,295.024806202,0.806039554281,0.802868005625,0.818322763496,12.2854263566,0.724651162791,5.73488372093,-0.0333333333333,524.376434109,1
0.508262243856,238.659224806,0.82620076715,0.76396527728,0.83415029142,13.056744186,0.711317829457,4.85271317829,-0.225736434109,582.591007752,1
0.344034805601,304.148527132,0.752383514917,1.05794699326,0.766212646858,19.4103875969,0.583255813953,6.24341085271,-0.122635658915,898.622945736,1
0.703899140677,230.497984496,0.875807008964,0.506840121893,0.882603186762,7.29860465116,0.838759689922,4.26294573643,-0.101395348837,311.629147287,1
0.876997007391,69.8114728682,0.958964351165,0.214339708816,0.961091318363,3.02015503876,0.936434108527,1.32341085271,-0.150697674419,140.777984496,1
0.807815395709,155.015503876,0.919472572997,0.314703339766,0.923265766152,3.90093023256,0.898604651163,3.01240310078,-0.0367441860465,130.226046512,1
0.800646018869,161.353488372,0.916525921649,0.321224066869,0.92045726996,4.04325581395,0.894573643411,3.12403100775,-0.0240310077519,133.04,1
